,map_id,model,prompt_id,avg_model_score,max_model_score,std_model_score,n_model_runs,map_size,abstractability,instruction,necessary_context,background_context,representation_key,output,avg_gain,avg_rel_gain,avg_gain_diff,n_plan_runs
218,map_3x3_d5cc755ee1,deepseek-r1:70b,2,0.4032367632367633,1.0,0.1518104934656459,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,0.04892473047687895,,-0.0002642194536470297,56
219,map_3x3_d5cc755ee1,deepseek-r1:70b,3,0.35115079365079366,0.5,0.07208299256984955,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,0.04870261102205231,-inf,0.000440520353260501,56
220,map_3x3_d5cc755ee1,deepseek-r1:70b,4,0.3390841743395923,0.4,0.05666248955414436,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,0.050069355847580106,,-0.0010558035153718265,56
221,map_3x3_d5cc755ee1,deepseek-r1:70b,5,0.388927413582586,1.0,0.1568695640827848,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,0.049440096666415544,-inf,-0.0002635301294780958,56
222,map_3x3_d5cc755ee1,deepseek-r1:70b,6,0.3687477257042474,1.0,0.15799114940069714,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,0.07910950470964116,1.0903840107496152,-0.001178122490644462,20
223,map_3x3_d5cc755ee1,deepseek-r1:70b,7,0.32716356107660455,0.6666666666666666,0.09435019205376195,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,0.08078591012954714,0.5751592455237771,0.0008767083187897929,20
224,map_3x3_d5cc755ee1,deepseek-r1:70b,8,0.32512384934223154,0.4444444444444444,0.06821818764205512,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,0.04658580154890107,,0.0042621103283904905,56
225,map_3x3_d5cc755ee1,deepseek-r1:70b,9,0.31635642135642134,0.5,0.062296181143771744,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,0.07358650647600493,0.7582963855726547,0.004974540233612071,20
226,map_3x3_d5cc755ee1,deepseek-r1:70b,10,0.35633429070929074,0.6666666666666666,0.08518814665153826,60,3,no abstraction,gpt1,domain2,test1,text,out4,0.04900769764823574,,-0.000275942473894076,56
227,map_3x3_d5cc755ee1,deepseek-r1:70b,11,0.35244624940277114,0.5714285714285714,0.08372078625307426,60,3,no abstraction,gpt1,domain2,test1,json,out4,0.049874269533015436,-inf,0.00042059761427698023,56
228,map_3x3_d5cc755ee1,deepseek-r1:7b,0,0.3530587547135523,0.5,0.08598541349288819,20,3,no abstraction,role1,necessary-domain2,domain2,text,out2,0.08388776946067814,0.7799054447906713,-0.002523844718933113,20
229,map_3x3_d5cc755ee1,deepseek-r1:7b,1,0.3380560248574954,0.5714285714285714,0.0646210689972893,20,3,no abstraction,role1,necessary-domain2,domain2,json,out2,0.08326253418127696,,0.0019570819338162876,20
230,map_3x3_d5cc755ee1,deepseek-r1:7b,2,0.35390799354098584,0.6666666666666666,0.08314447940340966,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,-0.4121853014926115,223.83884481205914,0.4935386010309061,20
231,map_3x3_d5cc755ee1,deepseek-r1:7b,3,0.3446703296703296,0.5714285714285714,0.07928857835260121,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,0.08275444589058559,-inf,-0.0013103259702523656,20
232,map_3x3_d5cc755ee1,deepseek-r1:7b,4,0.4156763517788926,1.0,0.25504473488885687,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,0.08317551440000534,0.8779706697612684,-0.0021377155681451044,20
233,map_3x3_d5cc755ee1,deepseek-r1:7b,5,0.31017502612330194,0.4,0.048217729707330986,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,-0.4165839136143525,-inf,0.49100088173151013,20
234,map_3x3_d5cc755ee1,deepseek-r1:7b,6,0.34852638070723174,0.6666666666666666,0.09075476044123755,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,0.08277266170581184,,0.0005725604097048364,20
235,map_3x3_d5cc755ee1,deepseek-r1:7b,7,0.32174429019256606,0.5,0.06247005186727206,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,0.08429690128564835,1.138475889402698,-0.003142661283413578,20
236,map_3x3_d5cc755ee1,deepseek-r1:7b,8,0.355053963558344,0.5,0.056766150681693446,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,0.07465661051869395,-inf,0.0003317654232184053,20
237,map_3x3_d5cc755ee1,deepseek-r1:7b,9,0.3273312786028303,0.4444444444444444,0.059133194083716895,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,0.05435306828220687,0.6026644668116055,0.02423323348164557,20
238,map_3x3_d5cc755ee1,deepseek-r1:7b,10,0.3850969320534538,1.0,0.1682256133102965,60,3,no abstraction,gpt1,domain2,test1,text,out4,0.07623662877082826,0.9577259727235831,0.0021316267649332506,20
239,map_3x3_d5cc755ee1,deepseek-r1:7b,11,0.33459057826704885,0.5,0.057371771881363894,60,3,no abstraction,gpt1,domain2,test1,json,out4,0.08059065801898639,,0.0032117893298466956,20
240,map_3x3_d5cc755ee1,deepseek-r1:8b,0,0.35057821770296416,0.5,0.06556257514139507,20,3,no abstraction,role1,necessary-domain2,domain2,text,out2,0.08667519714434943,-inf,-0.001697356800238295,20
241,map_3x3_d5cc755ee1,deepseek-r1:8b,1,0.3335691501480975,0.5,0.07261299154225115,20,3,no abstraction,role1,necessary-domain2,domain2,json,out2,0.055205714454253506,-inf,0.021714545845985415,20
242,map_3x3_d5cc755ee1,deepseek-r1:8b,2,0.36060914873827565,1.0,0.1828145287561509,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,0.08242261923352877,-inf,-0.003694610118865968,20
243,map_3x3_d5cc755ee1,deepseek-r1:8b,3,0.3004828544723922,0.5,0.06104088944449744,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,0.0718209575911363,inf,0.008552963574727398,20
244,map_3x3_d5cc755ee1,deepseek-r1:8b,4,0.31015080077992774,0.4,0.054615535438770166,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,-0.41237788275877635,-inf,0.49132495521505676,20
245,map_3x3_d5cc755ee1,deepseek-r1:8b,5,0.32156871414430205,0.5,0.07316856961328043,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,0.0734595242838065,-inf,0.006071495970090227,20
246,map_3x3_d5cc755ee1,deepseek-r1:8b,6,0.3684536028688952,1.0,0.2221619998845953,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,0.08273921110232672,-inf,-0.0019435316125551994,20
247,map_3x3_d5cc755ee1,deepseek-r1:8b,7,0.3091170857217117,0.4,0.052974419353896886,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,0.07495934790372852,inf,-0.00026138932506244994,20
248,map_3x3_d5cc755ee1,deepseek-r1:8b,8,0.34494929853369055,1.0,0.1696837987506651,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,0.08000965650876365,,-0.0003664136032263621,20
249,map_3x3_d5cc755ee1,deepseek-r1:8b,9,0.3204105747855748,0.5,0.058046509554270286,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,0.08140537957350416,0.8755784498230583,-0.0004085993965466772,20
250,map_3x3_d5cc755ee1,deepseek-r1:8b,10,0.3144205620438815,0.5,0.06454641298531463,60,3,no abstraction,gpt1,domain2,test1,text,out4,0.06099991192420325,-inf,0.021735137114922205,20
251,map_3x3_d5cc755ee1,deepseek-r1:8b,11,0.33784399286347616,0.5,0.05865825957368032,60,3,no abstraction,gpt1,domain2,test1,json,out4,-0.41237604937950767,-inf,0.494123731970787,20
252,map_3x3_d5cc755ee1,llama3.1:70b,0,0.2923908152855521,0.4,0.027557212442240228,20,3,no abstraction,role1,necessary-domain2,domain2,text,out2,-0.4130996034940083,-inf,0.4924372024635474,20
253,map_3x3_d5cc755ee1,llama3.1:70b,1,0.27233234264232065,0.3076923076923077,0.015842206318582953,20,3,no abstraction,role1,necessary-domain2,domain2,json,out2,-0.4159688127736251,-inf,0.4924251376489798,20
254,map_3x3_d5cc755ee1,llama3.1:70b,2,0.3395789395789396,0.4444444444444444,0.05129792007797554,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,0.06804894615213078,-inf,0.012184567441542945,20
255,map_3x3_d5cc755ee1,llama3.1:70b,3,0.3243962835410204,0.375,0.02543653937192076,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,-0.41402533340454095,-inf,0.49276944439609843,20
256,map_3x3_d5cc755ee1,llama3.1:70b,4,0.34971758089405147,0.6666666666666666,0.0941578763748551,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,-0.41068191801508264,62.86715956012123,0.4955927956799666,20
257,map_3x3_d5cc755ee1,llama3.1:70b,5,0.353487039276513,0.5,0.07112167568455471,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,-0.4128029185533523,-inf,0.49216332676013314,20
258,map_3x3_d5cc755ee1,llama3.1:70b,6,0.3077200577200577,0.4,0.034543437258138104,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,-0.41152662766973175,-inf,0.4937786967257659,20
259,map_3x3_d5cc755ee1,llama3.1:70b,7,0.29132042061675933,0.3076923076923077,0.02402438804094158,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,-0.4133767904738585,-107.88602644648029,0.49205762256185215,20
260,map_3x3_d5cc755ee1,llama3.1:70b,8,0.3341257653022359,0.4444444444444444,0.04866317516176192,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,0.07327925728758175,-inf,0.0076541729768117295,20
261,map_3x3_d5cc755ee1,llama3.1:70b,9,0.2858011592494351,0.3076923076923077,0.013607806753593769,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,-0.4148395359516144,204.0439213288592,0.4925566886365414,20
262,map_3x3_d5cc755ee1,llama3.1:70b,10,0.29597282347282344,0.36363636363636365,0.027755444548999187,60,3,no abstraction,gpt1,domain2,test1,text,out4,0.06434441363811493,-inf,0.019505751669406917,20
263,map_3x3_d5cc755ee1,llama3.1:70b,11,0.3367382617382617,0.5,0.049855553135544496,60,3,no abstraction,gpt1,domain2,test1,json,out4,0.08308421877026557,inf,-0.007286191811164211,20
264,map_3x3_d5cc755ee1,llama3.1:8b,0,0.286093887717225,0.4,0.047043393385055476,20,3,no abstraction,role1,necessary-domain2,domain2,text,out2,-0.4099843153258164,-inf,0.48964564143617945,20
265,map_3x3_d5cc755ee1,llama3.1:8b,1,0.2991025641025641,0.3333333333333333,0.0207712775710066,20,3,no abstraction,role1,necessary-domain2,domain2,json,out2,0.06495947069923083,-inf,0.01178454803427061,20
266,map_3x3_d5cc755ee1,llama3.1:8b,2,0.3694952123899492,1.0,0.1613606001452389,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,0.08122586571176849,inf,-0.002061703960100819,20
267,map_3x3_d5cc755ee1,llama3.1:8b,3,0.3554497801049525,1.0,0.16182075271190272,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,0.08330277549227079,-inf,-0.0018194091816743168,20
268,map_3x3_d5cc755ee1,llama3.1:8b,4,0.3185171925884,0.4,0.03318927991580437,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,0.07177956860264142,-inf,0.0064424380362033875,20
269,map_3x3_d5cc755ee1,llama3.1:8b,5,0.31081046776105564,0.36363636363636365,0.028522367725251418,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,-0.4121041264037292,-inf,0.49344013433655104,20
270,map_3x3_d5cc755ee1,llama3.1:8b,6,0.302637954867057,0.3529411764705882,0.025098326953494107,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,-0.261223902563254,-inf,0.3405591715474924,20
271,map_3x3_d5cc755ee1,llama3.1:8b,7,0.31316867343183136,0.36363636363636365,0.02906204700988714,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,-0.411173769891262,-inf,0.4923292441368103,20
272,map_3x3_d5cc755ee1,llama3.1:8b,8,0.3250540054487423,0.6666666666666666,0.08508419626828621,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,-0.41073889937996866,36.546698625400765,0.4926293072203795,20
273,map_3x3_d5cc755ee1,llama3.1:8b,9,0.327002997002997,0.6666666666666666,0.08962859756224965,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,0.0802397133211295,inf,-0.0014452482660611582,20
274,map_3x3_d5cc755ee1,llama3.1:8b,10,0.300744373856502,0.4,0.03419026611930642,60,3,no abstraction,gpt1,domain2,test1,text,out4,-0.4117213195661703,-inf,0.491952237089475,20
275,map_3x3_d5cc755ee1,llama3.1:8b,11,0.33305899773984876,0.5,0.0540667068668942,60,3,no abstraction,gpt1,domain2,test1,json,out4,-0.4150675691167513,-inf,0.4941854721903801,20
276,map_3x3_d5cc755ee1,llama3.3:70b,0,0.2857142857142857,0.2857142857142857,0.0,20,3,no abstraction,role1,necessary-domain2,domain2,text,out2,-0.4103025739789009,150.7067919076374,0.49306953066587444,20
277,map_3x3_d5cc755ee1,llama3.3:70b,1,0.2857142857142857,0.2857142857142857,0.0,20,3,no abstraction,role1,necessary-domain2,domain2,json,out2,-0.41401609962185226,-inf,0.49088812722762426,20
278,map_3x3_d5cc755ee1,llama3.3:70b,2,0.289010989010989,0.3076923076923077,0.008051594473242283,20,3,no abstraction,role1,necessary-domain1,test3,text,out1,-0.4144949499666691,-inf,0.4937867029706637,20
279,map_3x3_d5cc755ee1,llama3.3:70b,3,0.43293222372169743,0.5,0.09384463551900356,20,3,no abstraction,role1,necessary-domain1,test3,json,out1,-0.4122025290926297,419.6223008058011,0.49442693290114403,20
280,map_3x3_d5cc755ee1,llama3.3:70b,4,0.3054945054945055,0.3076923076923077,0.0067646924313307,20,3,no abstraction,relation1,necessary-domain2,test3,text,out2,-0.411564796368281,-inf,0.49181129210193947,20
281,map_3x3_d5cc755ee1,llama3.3:70b,5,0.3032234432234432,0.4,0.03684218496157327,20,3,no abstraction,relation1,necessary-domain2,test3,json,out2,-0.4098046190738677,-inf,0.49407494618495307,20
282,map_3x3_d5cc755ee1,llama3.3:70b,6,0.2868131868131868,0.3076923076923077,0.0049144351153841605,20,3,no abstraction,relation2,necessary-domain2,performance3,text,out2,-0.4088697329858939,28.273509249708816,0.49303002128005025,20
283,map_3x3_d5cc755ee1,llama3.3:70b,7,0.28805860805860806,0.3076923076923077,0.009464602186709595,20,3,no abstraction,relation2,necessary-domain2,performance3,json,out2,-0.41386788795391716,-inf,0.4908647578259309,20
284,map_3x3_d5cc755ee1,llama3.3:70b,8,0.29473304473304474,0.4444444444444444,0.037115326465751705,20,3,no abstraction,role3,necessary-domain1,domain3,text,out2,-0.41500186242659887,-inf,0.49211108680566157,20
285,map_3x3_d5cc755ee1,llama3.3:70b,9,0.2857142857142857,0.2857142857142857,0.0,20,3,no abstraction,role3,necessary-domain1,domain3,json,out2,-0.41374326844016707,-inf,0.4919948881467183,20
286,map_3x3_d5cc755ee1,llama3.3:70b,10,0.29190559440559444,0.3333333333333333,0.022714508435525565,60,3,no abstraction,gpt1,domain2,test1,text,out4,-0.4113648852308591,-inf,0.4908120743234952,20
287,map_3x3_d5cc755ee1,llama3.3:70b,11,0.34422270711744396,0.6666666666666666,0.09085288347599581,60,3,no abstraction,gpt1,domain2,test1,json,out4,-0.414786525328954,-inf,0.49138724045952165,20
288,map_5x5_145ae7f434,deepseek-r1:14b,0,0.16266065990102238,0.23529411764705882,0.027981148874608713,20,5,partial abstraction,role1,necessary-domain2,domain2,text,out2,-0.0648877831406536,-3.0969603751551484,0.08774082880289778,56
289,map_5x5_145ae7f434,deepseek-r1:14b,1,0.16158999199253427,0.21052631578947367,0.02245480646531451,20,5,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.06714966246237353,-4.867563806772301,0.08710279289100846,56
290,map_5x5_145ae7f434,deepseek-r1:14b,2,0.2048120839927837,0.4,0.053833033612336385,20,5,partial abstraction,role1,necessary-domain1,test3,text,out1,0.014702003981385912,0.3220558425817301,0.006820164150780157,56
291,map_5x5_145ae7f434,deepseek-r1:14b,3,0.22283769493256736,0.4,0.06189820499934703,20,5,partial abstraction,role1,necessary-domain1,test3,json,out1,0.012296434562830702,0.6018554311928664,0.008502841355899968,56
292,map_5x5_145ae7f434,deepseek-r1:14b,4,0.20525552719708168,0.4,0.07745759336738842,20,5,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.06414547143237927,-3.5016281452395206,0.08773861784665353,56
293,map_5x5_145ae7f434,deepseek-r1:14b,5,0.2274675263370714,0.5,0.08975448163951004,20,5,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.06580966229417491,-1.530407338674969,0.08775009725065454,56
294,map_5x5_145ae7f434,deepseek-r1:14b,6,0.16909113044370294,0.2857142857142857,0.035528474372350086,20,5,partial abstraction,relation2,necessary-domain2,performance3,text,out2,-0.0642286130874639,-1.8411849738578105,0.0884068743991,56
295,map_5x5_145ae7f434,deepseek-r1:14b,7,0.1513083222578151,0.1702127659574468,0.010029719281196284,20,5,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.06618736872360817,-1.9029679365191206,0.08702787163711724,56
296,map_5x5_145ae7f434,deepseek-r1:14b,8,0.1982682031403135,0.4444444444444444,0.07831384402039436,20,5,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.06622607495280954,-2.908893635795748,0.08509286846255969,56
297,map_5x5_145ae7f434,deepseek-r1:14b,9,0.20267798490889538,0.5,0.10990822648550201,20,5,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.066803456342646,-1.5255314129218218,0.0870678020073544,56
298,map_5x5_145ae7f434,deepseek-r1:14b,10,0.21685672257567654,0.4444444444444444,0.07682343493627194,60,5,partial abstraction,gpt1,domain2,test1,text,out4,0.024434101157599978,1.5068719106131188,-0.0005608350074007277,56
299,map_5x5_145ae7f434,deepseek-r1:14b,11,0.23199334094005772,0.36363636363636365,0.05679686304926134,60,5,partial abstraction,gpt1,domain2,test1,json,out4,0.02948500745885429,0.8606412560748107,-0.00907483415234655,56
300,map_5x5_145ae7f434,deepseek-r1:32b,0,0.19987318193922604,0.4,0.07116759354728819,20,5,partial abstraction,role1,necessary-domain2,domain2,text,out2,0.015901002655071866,0.9749801692408788,0.008440940685215458,56
301,map_5x5_145ae7f434,deepseek-r1:32b,1,0.20101673031020476,0.5,0.07968686374161682,20,5,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.011437146049879849,-0.9937683476385916,0.03429874557469572,56
302,map_5x5_145ae7f434,deepseek-r1:32b,2,0.2456455278158402,0.4,0.08895798515980285,20,5,partial abstraction,role1,necessary-domain1,test3,text,out1,0.014903696954605125,-2.01570444042993,0.005258141383528712,56
303,map_5x5_145ae7f434,deepseek-r1:32b,3,0.18777355597349804,0.25,0.029005457064168433,20,5,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.012042527919014296,-0.8878846215267534,0.03412959711360081,56
304,map_5x5_145ae7f434,deepseek-r1:32b,4,0.22857974951767307,0.4,0.07161633570376366,20,5,partial abstraction,relation1,necessary-domain2,test3,text,out2,0.015464150815137787,1.085438975951742,0.008269573723276465,56
305,map_5x5_145ae7f434,deepseek-r1:32b,5,0.23965101755227156,0.5,0.1024605569154983,20,5,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.06578328249709943,-3.554494160660494,0.08794077421050693,56
306,map_5x5_145ae7f434,deepseek-r1:32b,6,0.23637993311368977,0.5,0.10732723918051472,20,5,partial abstraction,relation2,necessary-domain2,performance3,text,out2,0.008358127363026146,0.6547024405903915,0.015036483142702351,56
307,map_5x5_145ae7f434,deepseek-r1:32b,7,0.1651423488359259,0.2222222222222222,0.019338890152868733,20,5,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.0659688659491283,3.394351277462667,0.08829107580262986,56
308,map_5x5_145ae7f434,deepseek-r1:32b,8,0.20104190790802004,0.36363636363636365,0.05914033586274768,20,5,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.06390612945137988,-2.8979876865214327,0.08688117757794402,56
309,map_5x5_145ae7f434,deepseek-r1:32b,9,0.1993694863031113,0.4444444444444444,0.0722228491176685,20,5,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.06652519944523058,-22.6202253240317,0.08768873082207776,56
310,map_5x5_145ae7f434,deepseek-r1:32b,10,0.2058752352366721,0.3333333333333333,0.04746346284475738,60,5,partial abstraction,gpt1,domain2,test1,text,out4,0.005616718266336698,1.0375466328650442,0.015361715452302064,56
311,map_5x5_145ae7f434,deepseek-r1:32b,11,0.2547563228937715,0.4444444444444444,0.08533235445176937,60,5,partial abstraction,gpt1,domain2,test1,json,out4,-0.06573130203499679,-7.115368889249929,0.08750864884328272,56
312,map_5x5_145ae7f434,deepseek-r1:70b,0,0.19164062986320193,0.3333333333333333,0.051574819727514744,20,5,partial abstraction,role1,necessary-domain2,domain2,text,out2,-0.06565812944478927,-5.122979718554801,0.08852877416071434,56
313,map_5x5_145ae7f434,deepseek-r1:70b,1,0.19866260751552006,0.3333333333333333,0.0443640577552557,20,5,partial abstraction,role1,necessary-domain2,domain2,json,out2,-0.05093301160349733,-2.1986669868345516,0.07228075575615679,56
314,map_5x5_145ae7f434,deepseek-r1:70b,2,0.1795371106683979,0.26666666666666666,0.0343350436018569,20,5,partial abstraction,role1,necessary-domain1,test3,text,out1,-0.06493985866152101,1.4595858127256531,0.08873973094636481,56
315,map_5x5_145ae7f434,deepseek-r1:70b,3,0.24115572326843665,0.5,0.10204211839832296,20,5,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.06535757068367228,-2.62510077771201,0.08780922036263202,56
316,map_5x5_145ae7f434,deepseek-r1:70b,4,0.19012078976609836,0.26666666666666666,0.03924062870325207,20,5,partial abstraction,relation1,necessary-domain2,test3,text,out2,0.022935498174102543,3.3636131177608943,-0.0015577038750052507,56
317,map_5x5_145ae7f434,deepseek-r1:70b,5,0.252119315676322,0.5,0.09892036385012647,20,5,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.06456229681947398,-15.821629021394697,0.08719692501993404,56
318,map_5x5_145ae7f434,deepseek-r1:70b,6,0.1746890698139123,0.25,0.029921072111258468,20,5,partial abstraction,relation2,necessary-domain2,performance3,text,out2,0.03205856611331304,1.2305682540037035,-0.010340889209792726,56
319,map_5x5_145ae7f434,deepseek-r1:70b,7,0.17341933314732288,0.25,0.026362064547956626,20,5,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.04142628196981692,-1.8414566604084623,0.06539942730750357,56
320,map_5x5_145ae7f434,deepseek-r1:70b,8,0.2613135496378215,0.5,0.12410796591549891,20,5,partial abstraction,role3,necessary-domain1,domain3,text,out2,-0.06617594983428714,-1.3221508149079126,0.08731058638010704,56
321,map_5x5_145ae7f434,deepseek-r1:70b,9,0.27117392448330085,0.5,0.11011303771016277,20,5,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.06462781008155569,-2.7250978777778383,0.08870945144444699,56
322,map_5x5_145ae7f434,deepseek-r1:70b,10,0.2422328372110981,0.4,0.08267780124470452,60,5,partial abstraction,gpt1,domain2,test1,text,out4,-0.06533002722476204,-2.898623505057398,0.08693358479511164,56
323,map_5x5_145ae7f434,deepseek-r1:70b,11,0.24526857468737337,0.4,0.07099202744684682,60,5,partial abstraction,gpt1,domain2,test1,json,out4,0.03137172527256466,13.85464352447448,-0.009037459356089435,56
324,map_5x5_145ae7f434,deepseek-r1:7b,0,0.21076462162331114,0.4,0.07339353951291551,20,5,partial abstraction,role1,necessary-domain2,domain2,text,out2,0.011903670356860243,1.102654222392894,0.0050388391954558215,42
325,map_5x5_145ae7f434,deepseek-r1:7b,1,0.22953249598154288,0.3333333333333333,0.06499498406420565,20,5,partial abstraction,role1,necessary-domain2,domain2,json,out2,0.0008838882451019612,-0.8397368275843539,0.01689499866867821,42
326,map_5x5_145ae7f434,deepseek-r1:7b,2,0.24664377755154057,0.4,0.05822707925221753,20,5,partial abstraction,role1,necessary-domain1,test3,text,out1,0.014288873861706438,0.34010877183907073,0.0036555374898607734,42
327,map_5x5_145ae7f434,deepseek-r1:7b,3,0.25689852278925007,0.4444444444444444,0.0837177159286508,20,5,partial abstraction,role1,necessary-domain1,test3,json,out1,-0.05081801240169809,-1.5525800848662665,0.06881877444093185,42
328,map_5x5_145ae7f434,deepseek-r1:7b,4,0.22655450370300376,0.3333333333333333,0.05012021510178998,20,5,partial abstraction,relation1,necessary-domain2,test3,text,out2,-0.05046534556718095,-0.5385174437992796,0.06804592925404741,42
329,map_5x5_145ae7f434,deepseek-r1:7b,5,0.24935800248375362,0.4,0.08273048278794336,20,5,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.036281605090886834,0.006432577417474262,0.053424219796581886,42
330,map_5x5_145ae7f434,deepseek-r1:7b,6,0.2076056559431286,0.4,0.06345917643601584,20,5,partial abstraction,relation2,necessary-domain2,performance3,text,out2,0.01270865772451674,0.9337102415304541,0.0043479045468663305,42
331,map_5x5_145ae7f434,deepseek-r1:7b,7,0.2469505345464425,0.4,0.08787595936828843,20,5,partial abstraction,relation2,necessary-domain2,performance3,json,out2,-0.04977117118854367,-3.4113541432462906,0.06914051855603849,42
332,map_5x5_145ae7f434,deepseek-r1:7b,8,0.28292174124727326,0.4444444444444444,0.09363440736331825,20,5,partial abstraction,role3,necessary-domain1,domain3,text,out2,0.006357639474528178,-0.053818465358672025,0.011416457513022046,42
333,map_5x5_145ae7f434,deepseek-r1:7b,9,0.21845699543773592,0.3333333333333333,0.05614376016373725,20,5,partial abstraction,role3,necessary-domain1,domain3,json,out2,-0.051657486160596164,-36.84811886514862,0.06826038230979249,42
334,map_5x5_145ae7f434,deepseek-r1:7b,10,0.2572383433708391,0.4,0.08197523730200926,60,5,partial abstraction,gpt1,domain2,test1,text,out4,-0.020443131379664886,-0.2172305609159708,0.03859586932592921,42
335,map_5x5_145ae7f434,deepseek-r1:7b,11,0.24089984837940756,0.4444444444444444,0.08267563524383957,60,5,partial abstraction,gpt1,domain2,test1,json,out4,-0.00042327441156857546,0.0013756874503783071,0.016363697969724273,42
336,map_5x5_145ae7f434,deepseek-r1:8b,0,0.21593252850630656,0.4444444444444444,0.0751960452190875,20,5,partial abstraction,role1,necessary-domain2,domain2,text,out2,-0.04969115092404303,-5.546671369873694,0.065962250488145,42
337,map_5x5_145ae7f434,deepseek-r1:8b,1,0.2305698701678692,0.4,0.05784990514230673,20,5,partial abstraction,role1,necessary-domain2,domain2,json,out2,0.01286115512015329,0.5153266799465568,0.00646203774544926,42
338,map_5x5_145ae7f434,deepseek-r1:8b,2,0.19697244949599801,0.4,0.06531876089596109,20,5,partial abstraction,role1,necessary-domain1,test3,text,out1,0.015193005388691318,1.504579866295744,0.004811838633484306,42
339,map_5x5_145ae7f434,deepseek-r1:8b,3,0.20791053666849266,0.4,0.05545365035972364,20,5,partial abstraction,role1,necessary-domain1,test3,json,out1,0.013429578904594695,1.4460746642395719,0.0036242762018763876,42
340,map_5x5_145ae7f434,deepseek-r1:8b,4,0.19169101867529223,0.4,0.0762170410790199,20,5,partial abstraction,relation1,necessary-domain2,test3,text,out2,0.016568111290061277,1.8329759650959194,0.0018330732744837584,42
341,map_5x5_145ae7f434,deepseek-r1:8b,5,0.1818244928890378,0.2857142857142857,0.04161243157968602,20,5,partial abstraction,relation1,necessary-domain2,test3,json,out2,-0.016502170593492557,0.0656131157367797,0.034228847381614504,42
342,map_5x5_145ae7f434,deepseek-r1:8b,6,0.17391446077968986,0.4,0.06242864412376103,20,5,partial abstraction,relation2,necessary-domain2,performance3,text,out2,0.012815675974365268,1.011631057857796,0.0023870266004214196,42
343,map_5x5_145ae7f434,deepseek-r1:8b,7,0.17872054188052217,0.24000000000000005,0.037931938500684506,20,5,partial abstraction,relation2,necessary-domain2,performance3,json,out2,0.005035453039029273,-19.140566415638904,0.013216071135941006,42
